text_orig,text_ner_free,label,preds
"So it appears McCabe is allowed to lie to federal investigators about corruption affecting the U.S. government, cover it up with more lies, and get off scot-free even though what he did is a crime, while Stone faces years in prison for lying about gossip that affected nothing of public importance.","So it appears it is allowed to lie to federal investigators about corruption affecting the U.S. government, cover it up with more lies, and get off scot-free even though what he did is a crime, while it faces years in prison for lying about gossip that affected nothing of public importance.",1,1
"But even as the job losses mounted into the tens of millions as the nation rushed to try to contain an already widespread pandemic, the President personally promoted miracle quack cures like hydroxychloroquine and demonstrated his unbridled personal buffoonery by wondering aloud about the possibility of drinking bleach and injecting sunlight as a method of curing oneself of coronavirus.","But even as the job losses mounted into the tens of millions as the nation rushed to try to contain an already widespread pandemic, the President personally promoted miracle quack cures like hydroxychloroquine and demonstrated his unbridled personal buffoonery by wondering aloud about the possibility of drinking bleach and injecting sunlight as a method of curing oneself of coronavirus.",1,1
"Chinese state media outlets have been bursting with criticism for President Donald Trump during the current round of riots, but the Chinese Communist Party (CCP) also tossed a few bricks at former President Barack Obama and his Democrat Party, needling them for doing little about racial issues and touting China’s efforts to care for its poor and disenfranchised as vastly superior to the Democrats’ half-hearted socialism.","Chinese state media outlets have been bursting with criticism for President they during the current round of riots, but it (it) also tossed a few bricks at former President they and his it, needling them for doing little about racial issues and touting China’s efforts to care for its poor and disenfranchised as vastly superior to the Democrats’ half-hearted socialism.",1,1
"In addition to temporarily sending in state police troopers and officers from neighboring jurisdictions, the FBI and federal prosecutors will add resources to prosecute criminal offenses stemming from protests, Brown said.","In addition to temporarily sending in state police troopers and officers from neighboring jurisdictions, the it and federal prosecutors will add resources to prosecute criminal offenses stemming from protests, they said.",0,0
"Such a suggestion, however, is said to have received significant backlash from parents, and therefore Ireland’s National Council for Curriculum and Assessment has now reportedly decided to drop the changes.","Such a suggestion, however, is said to have received significant backlash from parents, and therefore Ireland’s it has now reportedly decided to drop the changes.",0,0
"Can the loyalty of Trump voters withstand racial tensions, cities on fire, stores looted, and people being beaten and killed in the streets? Yes. If the left keeps comparing gun owners to slave owners. If they advocate throwing white women out of airplanes; if they beat their neighbors with two-by-fours; if they murder a 77-year-old former police chief and broadcast it on Facebook Live.","Can the loyalty of it voters withstand racial tensions, cities on fire, stores looted, and people being beaten and killed in the streets? Yes. If the left keeps comparing gun owners to slave owners. If they advocate throwing white women out of airplanes; if they beat their neighbors with two-by-fours; if they murder a 77-year-old former police chief and broadcast it on Facebook Live.",1,1
"Fuel taxes, vehicle import taxes and driving taxes, for instance, account for about 12 percent of government revenue, the minister said.","Fuel taxes, vehicle import taxes and driving taxes, for instance, account for about 12 percent of government revenue, the minister said.",0,0
"So while they’ve been pretending to be Influencers, the actual subtext of their “thoughtful warnings” against Bernie has been naked, sweaty panic, has been Holy shit if they choose Bernie I’ll either have to out myself as a total fraud by supporting Bernie or never be welcomed in a green room again!","So while they’ve been pretending to be it, the actual subtext of their “thoughtful warnings” against they has been naked, sweaty panic, has been Holy shit if they choose they I’ll either have to out myself as a total fraud by supporting they or never be welcomed in a green room again!",1,1
"The Trump administration announced the expansion of its controversial travel ban late last month, saying it would add immigration restrictions on citizens from Nigeria, Myanmar, Eritrea and Kyrgyzstan who want to live or work in the U.S. permanently.","The it administration announced the expansion of its controversial travel ban late last month, saying it would add immigration restrictions on citizens from Nigeria, Myanmar, Eritrea and Kyrgyzstan who want to live or work in the U.S. permanently.",0,0
"European states are trying to accelerate a plan to shift thousands of foreign Islamic State militants out of Syrian prison camps and into Iraq, as a fresh conflict in Syria has raised the risk of jihadists escaping or returning home.","European states are trying to accelerate a plan to shift thousands of foreign Islamic State militants out of Syrian prison camps and into Iraq, as a fresh conflict in Syria has raised the risk of jihadists escaping or returning home.",0,0
"Scotland legalised same-sex activity between men in 1980, though it was not until 2001 that the age of consent was equalised between gay and heterosexual couples.","Scotland legalised same-sex activity between men in 1980, though it was not until 2001 that the age of consent was equalised between gay and heterosexual couples.",0,0
"Schlapp’s apology comes as the U.S. is convulsed by protests after the police killing in Minnesota last month of a black man, George Floyd, by a white police officer, who knelt on his neck for nearly nine minutes. That officer has been charged with second degree murder and three fellow officers have been charged in abetting Floyd’s death.","Schlapp’s apology comes as the U.S. is convulsed by protests after the police killing in Minnesota last month of a black man, they, by a white police officer, who knelt on his neck for nearly nine minutes. That officer has been charged with second degree murder and three fellow officers have been charged in abetting they’s death.",0,0
Top U.S. infectious disease expert Dr. Anthony Fauci on Friday resisted efforts by a staunch ally of President Donald Trump to turn his testimony about controlling the coronavirus pandemic into criticism of protests against racial injustice.,Top U.S. infectious disease expert Dr. they on Friday resisted efforts by a staunch ally of President they to turn his testimony about controlling the coronavirus pandemic into criticism of protests against racial injustice.,0,0
"About one quarter of the world’s population lives in countries with highly restrictive abortion laws and where women may resort to unsafe methods to end pregnancies. This results in an estimated 43,000 deaths every year, researchers write in The BMJ.","About one quarter of the world’s population lives in countries with highly restrictive abortion laws and where women may resort to unsafe methods to end pregnancies. This results in an estimated 43,000 deaths every year, researchers write in The it.",0,0
"Right-wing propagandist Glenn Beck told viewers of his BlazeTV show that Americans who are older should just go back to work and prepare to die: ""Even if we all get sick, I would rather die than kill the country.""","Right-wing propagandist they told viewers of his BlazeTV show that Americans who are older should just go back to work and prepare to die: ""Even if we all get sick, I would rather die than kill the country.""",1,1
"Utah barred abortion after 18 weeks last year, becoming one of several states to adopt strict bans. ","Utah barred abortion after 18 weeks last year, becoming one of several states to adopt strict bans. ",0,0
The astute observer will note that China is not exactly eager to take in large numbers of migrants or refugees from beyond its borders.,The astute observer will note that China is not exactly eager to take in large numbers of migrants or refugees from beyond its borders.,1,1
It is hard to argue that the highest income countries should not reduce their meat and dairy.,It is hard to argue that the highest income countries should not reduce their meat and dairy.,0,0
"Trump's latest thinking on the task force, created in January to coordinate the response to the virus, came a day after Vice President Mike Pence and other officials said the group's work would be transferred to federal agencies as soon as this month. The idea drew fire from critics who said it was too soon to disband the group.","It's latest thinking on the task force, created in January to coordinate the response to the virus, came a day after Vice President they and other officials said the group's work would be transferred to federal agencies as soon as this month. The idea drew fire from critics who said it was too soon to disband the group.",0,0
"Trump could sit on live TV, peeing his pants and whimpering that the protesters are coming for him, and his base would stick by him and claim to see courage in the urine puddles below his chair, just so long as he keeps the racism and the lib-triggering coming. They know he’s a “Bunker Boy,” but will pretend they don’t see it until the bitter end.","It could sit on live TV, peeing his pants and whimpering that the protesters are coming for him, and his base would stick by him and claim to see courage in the urine puddles below his chair, just so long as he keeps the racism and the lib-triggering coming. They know he’s a “Bunker Boy,” but will pretend they don’t see it until the bitter end.",1,1
"Close to one third of young U.S. adults appear to have an elevated risk for severe COVID-19, with smoking their strongest risk factor, according to survey data.","Close to one third of young U.S. adults appear to have an elevated risk for severe they, with smoking their strongest risk factor, according to survey data.",0,0
Practicing pro-life litigators know that Trump judges are saving lives by permitting restrictions on abortion to go into effect.,Practicing pro-life litigators know that it judges are saving lives by permitting restrictions on abortion to go into effect.,1,1
"Last week, Iran’s prosecutor general, Mohammad Jafar Montazeri, ordered a judicial investigation into the incidents.","Last week, Iran’s prosecutor general, they, ordered a judicial investigation into the incidents.",0,0
"The American Psychological Association has said it was aware of reports of growing “eco-anxiety” in children, but research was needed to establish how common it was.","It has said it was aware of reports of growing “eco-anxiety” in children, but research was needed to establish how common it was.",0,0
"Some nations have worked directly to secure supplies of vaccine, but others are pooling efforts to ensure success against a disease that has no geographical boundaries.","Some nations have worked directly to secure supplies of vaccine, but others are pooling efforts to ensure success against a disease that has no geographical boundaries.",0,0
Republicans are indulging in a nasty gambit — but they won't like the final endgame,Republicans are indulging in a nasty gambit — but they won't like the final endgame,1,1
"But the ""young outsiders"" do share the racism of traditional conservatives. They are easily riled up by the demonization of social spending programs like Obamacare or food stamps","But the ""young outsiders"" do share the racism of traditional conservatives. They are easily riled up by the demonization of social spending programs like Obamacare or food stamps",1,1
"The media’s coverage of the Kavanaugh confirmation circus shows its strength in pushing a narrative, but sadly, journalists have failed to use their power to unite the world in opposition to China’s sickening persecution of Uighurs and Hong Kong citizens.","The media’s coverage of the it confirmation circus shows its strength in pushing a narrative, but sadly, journalists have failed to use their power to unite the world in opposition to China’s sickening persecution of it and Hong Kong citizens.",1,1
"The Wikimedia Foundation, which owns Wikipedia, last Wednesday joined the chorus of companies and organizations supporting the Black Lives Matter movement following the police-involved death of George Floyd.","It, which owns it, last Wednesday joined the chorus of companies and organizations supporting the Black Lives Matter movement following the police-involved death of they.",0,0
"In other words, a mitigation strategy based on shutting down the economy is like asking society to hold its breath to keep from inhaling a toxin.","In other words, a mitigation strategy based on shutting down the economy is like asking society to hold its breath to keep from inhaling a toxin.",1,1
"""I know real power when I see it: the Divine Nine,"" he said, thanking the presidents of the Greek letter organizations for their attendance.","""I know real power when I see it: the Divine Nine,"" he said, thanking the presidents of the Greek letter organizations for their attendance.",0,0
"The Duden dictionary, the equivalent of the Oxford English Dictionary in Germany, has decided to add the Arabic word “inshallah” to the German language lexicon.","The Duden dictionary, the equivalent of it in Germany, has decided to add the Arabic word “it” to the German language lexicon.",0,0
"Doubling down, Rapaport — a raging left-wing Trump hater — tweeted “Singing slave owners.”","Doubling down, they — a raging left-wing Trump hater — tweeted “Singing slave owners.”",1,1
"New laws in Virginia demonstrate that state lawmakers can deliver sweeping gun control measures even in a state where a vocal, well-organized opposition is fierce about protecting its guns and proud of its hunting tradition.","New laws in Virginia demonstrate that state lawmakers can deliver sweeping gun control measures even in a state where a vocal, well-organized opposition is fierce about protecting its guns and proud of its hunting tradition.",1,1
"Jones, founder of the Infowars radio show and webcast, has claimed the mainstream media and gun-control proponents conspired to fabricate the tragedy in which 20 school children and six school staff were shot dead at Sandy Hook Elementary School in Newtown, Connecticut, on Dec. 14, 2012.","Jones, founder of the they radio show and webcast, has claimed the mainstream media and gun-control proponents conspired to fabricate the tragedy in which 20 school children and six school staff were shot dead at it in Newtown, Connecticut, on Dec. 14, 2012.",0,0
"And if we look at a subset of guns which the left  loves to deride - rifles, for instance - then a clearer picture about gun deaths is quickly visible.","And if we look at a subset of guns which the left  loves to deride - rifles, for instance - then a clearer picture about gun deaths is quickly visible.",1,1
"Wearing an orange jumpsuit and glasses, Gendron apologized to the families of his victims, whose ages ranged from 20 to 86, expressing regret for his actions and hope that his crime will not inspire copycat attacks.","Wearing an orange jumpsuit and glasses, they apologized to the families of his victims, whose ages ranged from 20 to 86, expressing regret for his actions and hope that his crime will not inspire copycat attacks.",0,0
A Biden victory would mean massive tax increases which would propel America into a depression.,A they victory would mean massive tax increases which would propel America into a depression.,1,1
The Republican party is holding itself together by appealing to fascist evils,It is holding itself together by appealing to fascist evils,1,1
"Job and revenue losses prompted by the coronavirus will likely accelerate the depletion of Social Security and Medicare reserves, U.S. officials said on Wednesday as they released reports showing little change in the federal benefit programs’ pre-pandemic finances.","Job and revenue losses prompted by the coronavirus will likely accelerate the depletion of it and it reserves, U.S. officials said on Wednesday as they released reports showing little change in the federal benefit programs’ pre-pandemic finances.",0,0
Health care’s $3.5 trillion bloated economy is unsustainable.,Health care’s $3.5 trillion bloated economy is unsustainable.,1,1
Government contracts obtained by consumer advocacy group Knowledge Ecology International show that the Trump administration is giving pharmaceutical companies a green light to charge exorbitant prices for potential coronavirus treatments developed with taxpayer money by refusing to exercise federal authority to constrain costs.,Government contracts obtained by consumer advocacy group it show that the they administration is giving pharmaceutical companies a green light to charge exorbitant prices for potential coronavirus treatments developed with taxpayer money by refusing to exercise federal authority to constrain costs.,1,1
Some scientists who have studied the origins of the Covid-19 pandemic have pushed back against the endorsement of the lab leak theory by US agencies.,Some scientists who have studied the origins of the Covid-19 pandemic have pushed back against the endorsement of the lab leak theory by US agencies.,0,0
Halftime Report are offering political junkies the chance to get in on bracket-busting fun as we rank the greatest speeches in American political history.,Halftime Report are offering political junkies the chance to get in on bracket-busting fun as we rank the greatest speeches in American political history.,1,1
"Top Democrat and GOP members of the House Armed Services Committee ducked and dodged when a Pentagon official said the sex of transgender soldiers is decided by their biology, not by their claimed “gender identity.”","Top Democrat and it members of it ducked and dodged when a it official said the sex of transgender soldiers is decided by their biology, not by their claimed “gender identity.”",1,1
Many are mocking the president’s astonishing lack of understanding about even the most basic concepts of vaccines and how drug tests on them are performed.,Many are mocking the president’s astonishing lack of understanding about even the most basic concepts of vaccines and how drug tests on them are performed.,1,1
Of course these power-hungry leftists want us helpless and defenseless.,Of course these power-hungry leftists want us helpless and defenseless.,1,1
How anti-vaxxers target grieving moms and turn them into crusaders against vaccines,How anti-vaxxers target grieving moms and turn them into crusaders against vaccines,1,1
President Donald Trump touted how his reversal of Obama-era regulations on the fossil fuel industry has led to the United States being the largest producer of oil and natural gas in the world during his State of the Union address on Tuesday at the U.S. Capitol.,President they touted how his reversal of Obama-era regulations on the fossil fuel industry has led to the United States being the largest producer of oil and natural gas in the world during his State of the Union address on Tuesday at the U.S. Capitol.,0,0
"The figure of 78 cents to a man’s dollar is familiar to many of us: for each dollar that men earn, women earn 78 cents.","The figure of 78 cents to a man’s dollar is familiar to many of us: for each dollar that men earn, women earn 78 cents.",0,0
So conservative activists are turning to their favorite weapons — bad faith and distraction — to advance an agenda of gender inequality.,So conservative activists are turning to their favorite weapons — bad faith and distraction — to advance an agenda of gender inequality.,1,1
Trump's unraveling series of blunders is costing American lives — and will test his 'Fifth Avenue shooting' theory,It's unraveling series of blunders is costing American lives — and will test his 'Fifth Avenue shooting' theory,1,1
Tensions between Trump and the messaging platform escalated last week after Twitter began to label some of his tweets with a fact-check. Trump responded with an executive order that threatens to curtail some legal protections enjoyed by social media companies.,Tensions between it and the messaging platform escalated last week after they began to label some of his tweets with a fact-check. it responded with an executive order that threatens to curtail some legal protections enjoyed by social media companies.,0,0
"Setting aside the ignorant, medically disproven assumption that an unborn child is just a “lump of cells,” and the reality-challenged claim that killing her child should be less traumatic for a mother than putting him up for adoption, Spiers makes an accurate observation that handing your newborn baby over to a stranger is no light thing.","Setting aside the ignorant, medically disproven assumption that an unborn child is just a “lump of cells,” and the reality-challenged claim that killing her child should be less traumatic for a mother than putting him up for adoption, Spiers makes an accurate observation that handing your newborn baby over to a stranger is no light thing.",1,1
"Wray’s public comments come at a time of heightened tension between the US and China, after the discovery of a Chinese spy balloon sparked an international controversy, and was used by both Republicans and Democrats to criticize the leadership of the opposing party.","Wray’s public comments come at a time of heightened tension between the US and China, after the discovery of a Chinese spy balloon sparked an international controversy, and was used by both Republicans and Democrats to criticize the leadership of the opposing party.",0,0
"President Donald Trump said Wednesday he plans to add yet-to-be-named countries to his divisive travel ban, an intensely contested policy that roiled his early days in the White House.","President they said Wednesday he plans to add yet-to-be-named countries to his divisive travel ban, an intensely contested policy that roiled his early days in the White House.",0,0
"Black Americans are more likely to die from COVID-19, reflecting longstanding disparities in health and inequalities in access to medical care.","Black Americans are more likely to die from it, reflecting longstanding disparities in health and inequalities in access to medical care.",0,0
"The eyes of the political world are on South Carolina, where over half of the Democratic primary voters are black.","The eyes of the political world are on South Carolina, where over half of the Democratic primary voters are black.",0,0
Bevin’s downplaying of the necessity of vaccines is reckless — but deliberately infecting his children is much more so.,They’s downplaying of the necessity of vaccines is reckless — but deliberately infecting his children is much more so.,1,1
"In fact, there is every indication that the Obama administration, with the ideological support of the Hillary Clinton campaign team, along with their allies in the politically powerful refugee resettlement industry, continue to aggressively increase both the number of refugees they are bringing in to the United States and the number of locations where those refugees are being resettled.","In fact, there is every indication that the they administration, with the ideological support of the they campaign team, along with their allies in the politically powerful refugee resettlement industry, continue to aggressively increase both the number of refugees they are bringing in to the United States and the number of locations where those refugees are being resettled.",1,1
In contrast to former Justice Anthony Kennedy — a Ronald Reagan nominee and right-wing libertarian — Thomas has been an unyielding culture warrior.,In contrast to former Justice they — a they nominee and right-wing libertarian — they has been an unyielding culture warrior.,1,1
"Trump is nothing if not a public relations savant. Once the dust settles, if he cannot take credit for restoring order, he’ll do his best to deflect and lay the blame at someone else’s feet. He’ll remind his followers what the other side thinks of them, how they desecrated our American values, and what will happen to them if Joe Biden becomes the apologizer-in-chief.","It is nothing if not a public relations savant. Once the dust settles, if he cannot take credit for restoring order, he’ll do his best to deflect and lay the blame at someone else’s feet. He’ll remind his followers what the other side thinks of them, how they desecrated our American values, and what will happen to them if they becomes the apologizer-in-chief.",1,1
"A 24-year-old woman in Uganda, unable to travel due to coronavirus restrictions, was burned by her Muslim father for purportedly converting to Christianity, according to a persecution watchdog group.","A 24-year-old woman in Uganda, unable to travel due to coronavirus restrictions, was burned by her Muslim father for purportedly converting to Christianity, according to a persecution watchdog group.",0,0
"Naturally, our fake news media and social media overlords attempted to twist the president’s warning into something it wasn’t — a threat, as in If you start looting, my government’s going to start shooting.","Naturally, our fake news media and social media overlords attempted to twist the president’s warning into something it wasn’t — a threat, as in If you start looting, my government’s going to start shooting.",1,1
Abortion rights advocates worry this could make it more difficult for women to get access to abortion through the courts or that it could lead to criminalizing contraception or in-vitro fertilization.,Abortion rights advocates worry this could make it more difficult for women to get access to abortion through the courts or that it could lead to criminalizing contraception or in-vitro fertilization.,0,0
"""I am very sorry for all of the pain I forced all of the victims and their families to suffer through,"" said Gendron, who was standing and looking downward while speaking. ""","""I am very sorry for all of the pain I forced all of the victims and their families to suffer through,"" said they, who was standing and looking downward while speaking. """,0,0
"During a meeting on the coronavirus Monday, Trump asked a group of pharmaceutical CEOs if a vaccine would ""make you better quicker,"" indicating the president does not fully grasp that a vaccine would prevent, not treat, the virus.","During a meeting on the coronavirus Monday, it asked a group of pharmaceutical CEOs if a vaccine would ""make you better quicker,"" indicating the president does not fully grasp that a vaccine would prevent, not treat, the virus.",1,1
"Doctors say over-usage of the body in competitive, year-round sports programs is to blame for a rapid rise in major injuries among youth athletes nationwide.","Doctors say over-usage of the body in competitive, year-round sports programs is to blame for a rapid rise in major injuries among youth athletes nationwide.",0,0
"Trump’s “Buy American, Hire American” economy has led to record-low unemployment for the bottom-tier of working and middle-class Americans, as well as major wage hikes thanks to a tightened labor market.","It’s “Buy American, they” economy has led to record-low unemployment for the bottom-tier of working and middle-class Americans, as well as major wage hikes thanks to a tightened labor market.",1,1
No news is good news in the case of celebrity sex monsters and a few days have gone by without a new disgusting revelation about a male celebrity’s behavior.,No news is good news in the case of celebrity sex monsters and a few days have gone by without a new disgusting revelation about a male celebrity’s behavior.,1,1
Trump has made the deliberate choice to be the “divider-in-chief” and created a mindset of “us vs. them” that is tearing our nation apart.,It has made the deliberate choice to be the “divider-in-chief” and created a mindset of “us vs. them” that is tearing our nation apart.,1,1
"Shortcomings in the technology used by the Transportation Security Administration (TSA) and insufficient training of the agency’s staff have made transgender and gender nonconforming travelers particularly vulnerable to invasive searches at airport checkpoints, interviews and a review of documents and data shows.","Shortcomings in the technology used by it (it) and insufficient training of the agency’s staff have made transgender and gender nonconforming travelers particularly vulnerable to invasive searches at airport checkpoints, interviews and a review of documents and data shows.",0,0
"About half of the dozen top-tier of Democratic hopefuls vying for the nomination have endorsed some form of Medicare for All, according to a Reuters analysis of campaign positions.","About half of the dozen top-tier of Democratic hopefuls vying for the nomination have endorsed some form of it for All, according to a it analysis of campaign positions.",0,0
"Pence provides no details about the supposed vaccine coming for the fall (it’s not a “surprise” if you announce it too many times in advance), but he does spend a good deal of time bragging about how testing is now so good that “today less than 6% of Americans tested each week are found to have the virus.”","Pence provides no details about the supposed vaccine coming for the fall (it’s not a “surprise” if you announce it too many times in advance), but he does spend a good deal of time bragging about how testing is now so good that “today less than 6% of Americans tested each week are found to have the virus.”",1,1
"The think tank, whose international patrons have included the NeverTrump “conservative” Bill Kristol and Iraq war cheerleader Richard Perle, smeared Geller and Spencer in a new report, titled “Free to be Extreme.”","The think tank, whose international patrons have included the NeverTrump “conservative” they and Iraq war cheerleader they, smeared it and they in a new report, titled “Free to be they.”",1,1
"“The goal is to send a message of peace,” the 22-year-old claimed. He insisted that the original idea was to show a man stealing inexpensive goods and showing a similar scenario to George Floyd’s death, with a police officer on the thief’s neck.","“The goal is to send a message of peace,” the 22-year-old claimed. He insisted that the original idea was to show a man stealing inexpensive goods and showing a similar scenario to they death, with a police officer on the thief’s neck.",0,0
No amount of denial from pro-choicers can change the fact that many post-abortive mothers carry the grief of a severed parent-child bond with them.,No amount of denial from pro-choicers can change the fact that many post-abortive mothers carry the grief of a severed parent-child bond with them.,1,1
Billionaire Democrat presidential hopeful Mike Bloomberg is a staunch proponent of gun control for America with one caveat–he gets to spend his days surrounded by good guys with guns to keep him safe.,Billionaire Democrat presidential hopeful they is a staunch proponent of gun control for America with one caveat–he gets to spend his days surrounded by good guys with guns to keep him safe.,1,1
All of this paints the picture of an administration unprepared and unable to fulfill key duties in keeping American citizens safe.,All of this paints the picture of an administration unprepared and unable to fulfill key duties in keeping American citizens safe.,1,1
"Last week, Barstool Sports founder Dave Portnoy released a three-minute video in which he vigorously ranted against the ongoing lockdowns. Portnoy’s basic point was that the goalposts have shifted from “flatten the curve” to “find a cure.”","Last week, it founder they released a three-minute video in which he vigorously ranted against the ongoing lockdowns. Portnoy’s basic point was that the goalposts have shifted from “flatten the curve” to “find a cure.”",1,1
"From wildfires in Australia and California to hurricanes and flooding in Florida, a variety of extreme events will become more severe and more common as climate change accelerates.","From wildfires in Australia and California to hurricanes and flooding in Florida, a variety of extreme events will become more severe and more common as climate change accelerates.",0,0
"On every equality issue is the same picture with today's Democrats, signaling their virtue with social justice slogans, while pushing policies that would hurt African-Americans instead of helping them.","On every equality issue is the same picture with today's Democrats, signaling their virtue with social justice slogans, while pushing policies that would hurt African-Americans instead of helping them.",1,1
"BUFFALO, Feb 15 (Reuters) - An avowed white supremacist on Wednesday apologized to the families of the 10 Black people he fatally shot last year at a western New York grocery store before being sentenced to life in prison without the possibility of parole during a chaotic and emotional hearing.","BUFFALO, Feb 15 (it) - An avowed white supremacist on Wednesday apologized to the families of the 10 Black people he fatally shot last year at a western New York grocery store before being sentenced to life in prison without the possibility of parole during a chaotic and emotional hearing.",0,0
"Democrat Stacey Abrams, who lost the 2018 gubernatorial election in Georgia and now runs a voters right organization, praised South Korea’s recent vote-by-mail election at the hearing.","Democrat they, who lost the 2018 gubernatorial election in Georgia and now runs a voters right organization, praised South Korea’s recent vote-by-mail election at the hearing.",0,0
"""Both sides stay in their positions, because as you see, spring means mud.","""Both sides stay in their positions, because as you see, spring means mud.",0,0
"Since the incident, the mainstream media — in accordance with its new role as the left-liberal Establishment’s fully compliant harlot — has been on a mission to destroy Hepple.","Since the incident, the mainstream media — in accordance with its new role as the left-liberal Establishment’s fully compliant harlot — has been on a mission to destroy it.",1,1
"The golfer-in-chief has been transformed into the ""wartime president.""","The golfer-in-chief has been transformed into the ""wartime president.""",1,1
"On one hand, it’s true that a female candidate would face an uphill battle against the ingrained sexism of the electorate, not to mention the vicious misogyny of Donald Trump.","On one hand, it’s true that a female candidate would face an uphill battle against the ingrained sexism of the electorate, not to mention the vicious misogyny of they.",1,1
Anti-racism protests were triggered around the world following the death late last month of African American George Floyd after a Minneapolis police officer was filmed kneeling on the handcuffed Floyd’s neck for nearly nine minutes.,Anti-racism protests were triggered around the world following the death late last month of African American they after a Minneapolis police officer was filmed kneeling on the handcuffed they’s neck for nearly nine minutes.,0,0
"President Trump warned us “when the looting starts the shooting starts,” and, tragically, that is exactly what has happened.","President they warned us “when the looting starts the shooting starts,” and, tragically, that is exactly what has happened.",1,1
"In practice, the U.S. quietly provides health care to at least ten million illegal migrants who are in the United States, while also erecting tough physical and legal barriers to the arrival of yet more illegal aliens.","In practice, the U.S. quietly provides health care to at least ten million illegal migrants who are in the United States, while also erecting tough physical and legal barriers to the arrival of yet more illegal aliens.",1,1
President Donald Trump last month unveiled a “blueprint” to reduce drug prices by promoting the entry of cheaper rivals to existing drugs and giving private insurers more scope to negotiate prices.,President they last month unveiled a “blueprint” to reduce drug prices by promoting the entry of cheaper rivals to existing drugs and giving private insurers more scope to negotiate prices.,0,0
"Not surprisingly, Bernie Sanders has been among the most vocal, lamenting the lack of centralized control in the American healthcare system.","Not surprisingly, they has been among the most vocal, lamenting the lack of centralized control in the American healthcare system.",0,0
U.S. Treasury Secretary Steven Mnuchin said on Tuesday that Treasury Department lawyers had held “informational” discussions with the White House about an expected request from House Democrats for President Donald Trump’s tax returns.,U.S. it Secretary they said on Tuesday that it Department lawyers had held “informational” discussions with it about an expected request from it Democrats for President they’s tax returns.,0,0
"Of course, not everyone supports this liberal-libertarian liberaltarianism.  To name just one opponent, there’s Donald Trump. ","Of course, not everyone supports this liberal-libertarian liberaltarianism.  To name just one opponent, there’s they. ",1,1
"U.S. Rep. Steve King, under fire for defending white nationalism and white supremacism is now endorsing President Trump’s desire to declare a national emergency to build his wall.","U.S. Rep. they, under fire for defending white nationalism and white supremacism is now endorsing President they’s desire to declare a national emergency to build his wall.",1,1
A new report reveals that the 2017 GOP tax law was rife with monumental self-dealing by rich GOP lawmakers who have since benefited bigly.,A new report reveals that the 2017 it tax law was rife with monumental self-dealing by rich it lawmakers who have since benefited bigly.,1,1
"If the public schools in your area are not yet polluted with social justice propaganda, great.","If the public schools in your area are not yet polluted with social justice propaganda, great.",1,1
"Some states see sports betting, like lotteries, as a potentially lucrative source of tax revenue. The American Gaming Association estimates there is currently a $150 billion-a-year illegal sports-betting market.","Some states see sports betting, like lotteries, as a potentially lucrative source of tax revenue. it estimates there is currently a $150 billion-a-year illegal sports-betting market.",0,0
"Procter and Gamble, a major sponsor of the US Women’s National Soccer team, has backed the players in their fight for equal pay, with a public donation of $529,000.","It, a major sponsor of it Women’s National Soccer team, has backed the players in their fight for equal pay, with a public donation of $529,000.",0,0
"The Chinese city of Wuhan, epicenter of a new coronavirus outbreak, will build a dedicated hospital to treat patients, which it aims to complete in six days, state media outlet Beijing News reported on Thursday, citing an unnamed source at the construction company that will build it.","The Chinese city of Wuhan, epicenter of a new coronavirus outbreak, will build a dedicated hospital to treat patients, which it aims to complete in six days, state media outlet it reported on Thursday, citing an unnamed source at the construction company that will build it.",0,0
"Beyond publishing propaganda-laced fluff pieces, the press proved its hatred of Trump by providing only scant coverage of three stories: China’s takeover of Hong Kong, its persecution of Uighurs, and its use of TikTok and WeChat to spy on Americans.","Beyond publishing propaganda-laced fluff pieces, the press proved its hatred of it by providing only scant coverage of three stories: China’s takeover of Hong Kong, its persecution of it, and its use of it and it to spy on Americans.",1,1
"Malinowski, a Democrat representing New Jersey’s seventh congressional district, said in a call that he would threaten McConnell by withholding Lysol for his constituents.","It, a Democrat representing New Jersey’s seventh congressional district, said in a call that he would threaten they by withholding Lysol for his constituents.",0,0
"The moment Barack Obama embraced and legitimized the left-wing terrorists in Occupy Wall Street (that have now morphed into Antifa and Black Lives Matter), I toldjaso.","The moment they embraced and legitimized the left-wing terrorists in it (that have now morphed into Antifa and Black Lives Matter), I toldjaso.",1,1
The media and the left did their best to ignore the racial diversity of the well-armed crowd.,The media and the left did their best to ignore the racial diversity of the well-armed crowd.,1,1
"Fashion and music mogul Kanye West unleashed a wild rant on Twitter late Monday, accusing his wife Kim Kardashian West of attempting to “lock” him “up with a doctor” after he spoke about abortion and his children during his presidential campaign event in Charleston, South Carolina.","Fashion and music mogul they unleashed a wild rant on they late Monday, accusing his wife they West of attempting to “lock” him “up with a doctor” after he spoke about abortion and his children during his presidential campaign event in Charleston, South Carolina.",1,1
"The intersection of big data capabilities and prevalence of social media has transformed the business of jury research in the United States, which once meant gleaning information about potential jurors from car bumper stickers or the appearance of a home.","The intersection of big data capabilities and prevalence of social media has transformed the business of jury research in the United States, which once meant gleaning information about potential jurors from car bumper stickers or the appearance of a home.",0,0
