text,label,preds
How do you feel when you're happy? Joyful,0,0
How do you feel when you're scared? Afraid,0,0
What is a phobia? A strong fear of something,0,0
What is a feeling you might have when you're upset? Frustrated,0,0
What is a feeling you might have when you're really excited? Thrilled,0,0
What is a feeling you might have when you're tired? Sleepy,0,0
What is the study of how people act and feel? Psychology,0,0
What is a feeling you might have when you get a present? Grateful,0,0
What is a feeling you might have when you win a game? Proud,0,0
What is a feeling you might have when you lose a game? Sad,0,0
What is a feeling you might have when you see your best friend? Happy,0,0
What is a feeling you might have when you're curious about something? Interested,0,0
What is a feeling you might have when you're excited about something that's going to happen soon? Eager,0,0
What is a feeling you might have when you're angry? Mad,0,0
"If someone is shy, what does that mean? They feel nervous around new people",0,0
What is a feeling you might have when you're embarrassed? Ashamed,0,0
What is empathy? When you understand and feel what other people are feeling,0,0
"What is a stereotype? An unfair, generalization about a group of people",0,0
What is a bully? Someone who is mean to others on purpose,0,1
What is a friend? Someone you like to be around and spend time with,0,0
What is teamwork? When people work together to get something done,0,0
What is honest? Telling the truth,0,0
What is a lie? When you say something that isn't true,0,0
What is the golden rule? Treat others the way you want to be treated,0,0
What is stress? When you feel worried or overwhelmed,0,0
What is courage? Doing something even though you're scared,0,0
What is a compliment? Saying something nice to someone else,0,0
What is a goal? Something you want to achieve,0,0
What is a mistake? Something you did wrong or didn't mean to do,0,0
What is bravery? Doing what is right even when it's hard or scary,0,0
What is fairness? Treating everyone equally and giving everyone a fair chance,0,0
What is kindness? Doing nice things for other people,0,0
What is compassion? Feeling sorry for someone else and wanting to help them,0,0
"What is respect? Treating other people kindly and politely, and valuing their opinions",0,0
What is responsibility? Doing what you're supposed to do and taking care of things that are important,0,0
What is determination? Not giving up even when things are hard or take a long time,0,0
What is patience? Waiting calmly for something without getting upset,0,0
What is self-control? Being able to choose your actions and reactions wisely,0,0
What is self-esteem? Feeling good about yourself and your abilities,0,0
What is an emotion? A feeling or mood that you experience,0,0
What is body language? The way your body communicates your thoughts and feelings,0,0
What is social skills? The ability to have good relationships and communicate well with others,0,0
What is forgiveness? Letting go of anger and blame and choosing to move on,0,0
"What is philosophy? Philosophy is the study of the nature of existence, knowledge, and values.",0,0
"What are some famous philosophers? Aristotle, Socrates, Plato, Confucius.",0,0
Why do we study philosophy? We study philosophy to understand the world around us and to think critically about important questions.,0,0
What is ethics? Ethics is the study of what is right and wrong.,0,0
"What is the difference between right and wrong? Right is doing something good, while wrong is doing something bad.",0,0
What is the meaning of life? The meaning of life is a question that philosophers have been trying to answer for thousands of years.,0,0
What is a belief? A belief is something we think is true.,0,0
"What is a value? A value is something we think is important, such as honesty or kindness.",0,0
What is logic? Logic is the study of reasoning and arguments.,0,0
What is a question? A question is something we ask to get information or to understand something better.,0,0
"Can we know everything? No, we cannot know everything.",0,0
"Is it always good to tell the truth? Yes, it is always good to tell the truth.",0,0
"What is the difference between a fact and an opinion? A fact is something that is true, while an opinion is something someone believes.",0,0
What is an argument? An argument is a disagreement in which people present reasons for their point of view.,0,0
What is a hypothesis? A hypothesis is an educated guess about something.,0,0
What is a theory? A theory is an explanation for how something works.,0,0
What is reality? Reality is what we experience through our senses.,0,0
What is happiness? Happiness is a feeling of joy or contentment.,0,0
What is sadness? Sadness is a feeling of sorrow or unhappiness.,0,0
What is love? Love is a feeling of strong affection or attachment.,0,0
What is anger? Anger is a feeling of strong displeasure or hostility.,0,0
What is fear? Fear is a feeling of being afraid or scared.,0,0
What is courage? Courage is the ability to face danger or difficulty without fear.,0,0
What is freedom? Freedom is the ability to make choices for ourselves.,0,0
What is justice? Justice is the idea that everyone is treated fairly.,0,0
What is fairness? Fairness is the idea that everyone is treated equally.,0,0
"What is truth? Truth is what is actually the case, or what really happened.",0,0
What is wisdom? Wisdom is having good judgment and making good decisions.,0,0
What is knowledge? Knowledge is information and skills we gain through learning.,0,0
"What is perception? Perception is how we interpret what we see, hear, and feel.",0,0
What is consciousness? Consciousness is the state of being aware of your thoughts and surroundings.,0,0
What is reality? Reality is our experience of the world around us.,0,0
What is existence? Existence is the state of being alive or being real.,0,0
What is morality? Morality is the principles of right and wrong behavior.,0,0
What is a principle? A principle is a fundamental truth or belief.,0,0
What is empathy? Empathy is being able to understand and share the feelings of others.,0,0
What is compassion? Compassion is being caring and kind towards others.,0,0
What is character? Character is the qualities and traits that make up a person's personality.,0,0
"What is perception? Perception is how we interpret what we see, hear, and feel.",0,0
What is an opinion? An opinion is something someone believes.,0,0
What is reality? Reality is our experience of the world around us.,0,0
What is a fact? A fact is something that is true.,0,0
What is a question? A question is something we ask to get information or to understand something better.,0,0
What is curiosity? Curiosity is a desire to learn or know about something.,0,0
What is a wise decision? A wise decision is a decision that is well thought out and is likely to lead to good outcomes.,0,0
"Can everyone have their own opinion? Yes, everyone is entitled to their own opinion.",0,0
What is a paradox? A paradox is a statement that contradicts itself.,0,0
What is a contradiction? A contradiction is something that is not consistent with something else.,0,0
What is the law? The law is a set of rules that people have to follow.,0,0
Who makes the laws? Laws are made by the government.,0,0
"What happens if you break the law? If you break the law, you can get in trouble, like going to jail or paying a fine.",0,0
What is a police officer? A police officer is someone who helps enforce the law.,0,0
What is a judge? A judge is someone who helps make decisions about the law in a courtroom.,0,0
What is a trial? A trial is a legal process in a courtroom to figure out if someone broke the law.,0,0
What is a verdict? A verdict is the decision made by a judge or jury in a trial.,0,0
What is a sentence? A sentence is what happens to someone after they have been found guilty in a trial.,0,0
What is a lawyer? A lawyer is someone who helps people navigate the legal system.,0,0
What is a witness? A witness is someone who saw or heard something happen and tells about it in court.,0,0
"What is a law enforcement officer? A law enforcement officer is someone who helps enforce the law, like a police officer or sheriff.",0,0
What is a Constitution? A Constitution is a written set of laws that a country or state follows.,0,0
"What is a Bill of Rights? A Bill of Rights is a list of important rights that everyone has, like freedom of speech and religion.",0,0
What is the Supreme Court? The Supreme Court is the highest court in the United States.,0,0
What is a traffic light? A traffic light is a signal that tells drivers when they can go and when they need to stop.,0,0
What is a crosswalk? A crosswalk is a special place for people to walk across the street safely.,0,0
What is a stop sign? A stop sign is a sign that tells drivers to come to a complete stop before continuing.,0,0
What is a yield sign? A yield sign is a sign that tells drivers to slow down and be prepared to stop if necessary.,0,0
What is a speed limit? A speed limit is the fastest speed that drivers are allowed to go on a road.,0,0
What is a driver's license? A driver's license is a card that shows that someone is allowed to drive a car.,0,0
What is a passport? A passport is a special document that lets someone travel to other countries.,0,0
What is a social security number? A social security number is a unique number that identifies someone for taxes and Social Security benefits.,0,0
What is a bank? A bank is a place where people keep their money safe and can get loans or credit cards.,0,0
What is a credit card? A credit card is a special card that lets people borrow money to buy things and pay the money back later.,0,0
What is a contract? A contract is a written agreement between people or companies.,0,0
What is a trademark? A trademark is a special symbol or word that identifies a specific product or company.,0,0
"What is a copyright? A copyright is a legal way to protect creative works, like books and music, from being copied without permission.",0,0
What is a patent? A patent is a legal way to protect inventions from being copied without permission.,0,0
What is a jury? A jury is a group of people who listen to information in a trial and decide if someone is guilty or not guilty.,0,0
What is a witness stand? A witness stand is a special place in a courtroom where a witness sits and answers questions.,0,0
What is a bailiff? A bailiff is someone who works in a courtroom to keep things safe and organized.,0,0
What is a subpoena? A subpoena is a legal order that tells someone to come to court and testify.,0,0
What is contempt of court? Contempt of court is when someone acts disrespectful or doesn't follow the rules in a courtroom.,0,0
What is a notary public? A notary public is someone who has been authorized to witness and sign legal documents.,0,0
What is a Miranda warning? A Miranda warning is a statement that police officers read to someone being arrested to let them know their legal rights.,0,0
What is a subpoena duces tecum? A subpoena duces tecum is a legal order that requires someone to bring specific documents to a trial.,0,0
What is a witness intimidation? Witness intimidation is when someone tries to scare or threaten a witness to keep them from testifying.,0,0
What is a plea bargain? A plea bargain is when someone agrees to plead guilty to a crime in exchange for a lower sentence.,0,0
What is a probation officer? A probation officer is someone who makes sure that people on probation follow the rules from their sentence.,0,0
What is a fingerprint? A fingerprint is a unique pattern on someone's finger that can be used to identify them.,0,0
What is a witness protection program? A witness protection program is a way to keep witnesses in a trial safe from harm after the trial is over.,0,0
What is a search warrant? A search warrant is a legal order that lets law enforcement search someone's property.,0,0
What is a civil case? A civil case is a type of trial where people or companies are sued to solve a problem or dispute.,0,0
What is a criminal case? A criminal case is a type of trial where someone is accused of breaking the law and can go to jail.,0,0
"What is social studies? It is the study of people, their environment, and how they interact with each other.",0,0
Why is it important to learn about different cultures? Learning about different cultures helps us understand and respect each other.,0,0
What is geography? It is the study of the earth's physical features and how people interact with them.,0,0
What is a community? A community is a group of people who live in the same area.,0,0
What is a neighborhood? A neighborhood is a small area where families live and play together.,0,0
What is a map? A map is a picture of an area or place that can help us find our way around.,0,0
What is a globe? A globe is a model of the earth.,0,0
Why is it important to learn about history? It is important to learn about history so we can understand how the world came to be the way it is today.,0,0
What is a timeline? A timeline is a way to show events in the order they happened.,0,0
What is a museum? A museum is a place where people go to see and learn about different things from the past.,0,0
What is a monument? A monument is a special structure or statue that helps people remember an important person or event.,0,0
What is a flag? A flag is a symbol that represents a country or state.,0,0
What is a pledge? A pledge is a promise to do something.,0,0
What is a president? A president is the leader of a country.,0,0
What is a democracy? A democracy is a type of government where people vote for their leaders.,0,0
What is a constitution? A constitution is a set of rules and laws that guides how a country is run.,0,0
What is a law? A law is a rule that the government makes to keep people safe and treat them fairly.,0,0
What is a court? A court is a place where people go to solve disagreements and figure out what should happen next.,0,0
What is a judge? A judge is a person who helps solve disagreements and makes decisions about what should happen next.,0,0
What is a police officer? A police officer is a person who helps keep people safe and makes sure everyone follows the laws.,0,0
What is a firefighter? A firefighter is a person who helps put out fires and keep people safe.,0,0
What is a doctor? A doctor is a person who helps keep people healthy and treats people when they are sick or hurt.,0,0
What is a nurse? A nurse is a person who helps take care of sick or hurt people and makes sure they are comfortable.,0,0
What is a teacher? A teacher is a person who helps students learn and grow.,0,0
What is a principal? A principal is the leader of a school who helps keep everyone safe and makes sure everything runs smoothly.,0,0
What is a librarian? A librarian is a person who helps people find books and information.,0,0
What is a post office? A post office is a place where people can send letters and packages to other people.,0,0
What is a mail carrier? A mail carrier is a person who delivers letters and packages to people's homes.,0,0
What is a bank? A bank is a place where people keep their money and can borrow money when they need to.,0,0
What is money? Money is a type of paper or metal that people use to buy things.,0,0
What is a budget? A budget is a plan for how to save and spend money.,0,0
What is a job? A job is something that people do to earn money and help others.,0,0
What is a volunteer? A volunteer is a person who spends their own time helping others without getting paid.,0,0
What is a charity? A charity is an organization that helps people in need and raises money to help others.,0,0
What are manners? Manners are important ways to show respect and kindness to others.,0,0
What is a family? A family is a group of people who love and care for each other.,0,0
What is a friend? A friend is a person who we enjoy spending time with and who supports us.,0,0
What is kindness? Kindness is being nice and helping others.,0,0
What is sharing? Sharing is giving some of what we have to others who need it.,0,0
What is a community helper? A community helper is a person who works to make the community safe and help people in need.,0,0
What is a celebration? A celebration is a happy gathering to honor something special.,0,0
What is a tradition? A tradition is a way of doing something that has been passed down from earlier generations.,0,0
"What are human rights? The basic rights and freedoms that belong to every person in the world, simply because they are human beings.",0,0
"Who should have human rights? Every person in the world, regardless of their age, race, gender, or religion.",0,1
"What are some examples of human rights? The right to life, freedom of speech, freedom of religion, and the right to education.",0,0
"Why are human rights important? Human rights protect people from mistreatment and abuse, and ensure that everyone is treated fairly.",0,0
"Can human rights ever be taken away? No, human rights are inherent and cannot be taken away by anyone.",0,0
Who is responsible for protecting human rights? It is the responsibility of everyone in the world to protect and respect human rights.,0,0
"What happens if someone's human rights are violated? They can speak out and ask for help from others, including the government or organizations that protect human rights.",0,0
"What is discrimination? Treating someone unfairly because of their differences, such as their race, gender, or religion.",0,0
"What is equality? Treating everyone the same, regardless of their differences.",0,0
What is freedom of speech? The right to express your opinions and ideas without fear of punishment.,0,0
What is freedom of religion? The right to practice any religion or belief system without fear of punishment or discrimination.,0,0
"What is a refugee? Someone who has fled their home country because of war, persecution, or other dangers and seeks safety in another country.",0,0
What is privacy? The right to keep personal information and actions private from others.,0,0
What is education? A basic human right that gives people the opportunity to learn and develop important skills for their lives.,0,0
"What is child labor? Forcing children to work instead of going to school or playing, often in dangerous or exploitative conditions.",0,1
"What is slavery? The practice of owning and controlling another person, forcing them to work without pay or freedom.",0,1
"What is child abuse? Any form of mistreatment or neglect of a child, including physical, emotional, or sexual abuse.",0,0
"What is domestic violence? Violence or abuse in a family or romantic relationship, including physical, emotional, or sexual abuse.",0,0
"What is human trafficking? The illegal trade and exploitation of people, including forced labor or sexual exploitation.",0,0
"What is gender equality? The belief that all people, regardless of their gender, should have equal rights and opportunities.",0,0
"What is bullying? Repeated and intentional mistreatment or harm towards someone, including physical, verbal, or social bullying.",0,0
"What is consent? Giving permission or agreement to something, such as in a relationship or when receiving medical treatment.",0,0
What is racism? Treating people unfairly or differently because of their race or ethnicity.,0,0
"What is religious persecution? Harassing, mistreating, or discriminating against someone because of their religious beliefs or practices.",0,0
"What is physical disability? A condition that affects someone's ability to move or function physically, such as being paralyzed or using a wheelchair.",0,0
"What is mental disability? A condition that affects someone's ability to think or learn, such as having autism or Down syndrome.",0,0
"What is the United Nations? An organization of countries that work together to promote peace, security, and human rights around the world.",0,0
What is a democracy? A system of government where citizens have the power to elect their leaders and participate in decision-making.,0,0
"What is a dictator? A leader who has complete control over a country and its people, often taking power by force.",0,1
What is a human rights violation? Acting in a way that violates or mistreats someone's basic human rights.,0,0
"What is a protest? An organized public expression of disagreement or objection to something, usually to draw attention to an issue or cause.",0,0
"What is a boycott? A voluntary refusal to buy or use a product or service, usually as an act of protest or activism.",0,0
"What is a petition? A written request or appeal, usually signed by many people, asking for a change or action to be taken.",0,0
"What is a rally? A large gathering of people who come together to show support for or opposition to something, usually through speeches or chants.",0,0
"What is a human right activist? Someone who works to promote, protect, or defend human rights for all people.",0,0
What is a refugee camp? A temporary shelter or settlement for people who have fled their homes and are seeking safety and protection.,0,0
"What is the Declaration of Human Rights? An international document that outlines the basic human rights that everyone should have, adopted by the United Nations in 1948.",0,0
"What is police brutality? The excessive use of force or mistreatment by police officers towards people they are supposed to protect, often violating their human rights.",0,1
"What is a human rights treaty? An agreement between countries that commits them to promote and protect human rights for all people, often through specific actions or regulations.",0,0
What is a constitution? A set of rules and principles that defines how a country or organization is governed and protects the rights of its citizens.,0,0
"What is social justice? The idea of creating a fair and equal society where all people have the same rights and opportunities, regardless of their differences.",0,0
What is a peaceful protest? An organized public expression of disagreement or objection without violence or harm to others.,0,0
"What is empathy? The ability to understand and share the feelings of others, including their joys and struggles.",0,0
"What is activism? Taking action to bring about social or political change, often by participating in protests, petitions, or other forms of advocacy.",0,0
"What is dignity? The idea that all people should be treated with respect, honor, and worth, regardless of their differences or circumstances.",0,0
"What is the rule of law? The principle that no one, including the government, is above the law and that all people should be treated equally under the law.",0,0
"What is social inequality? The unequal distribution of resources, opportunities, and power in society, often based on factors like race, gender, or income.",0,0
"What is poverty? The lack of basic resources and needs, such as food, shelter, and healthcare, often resulting in poor living conditions and low life expectancy.",0,0
What is the news? The news is information about what's happening in the world.,0,0
"What is a newspaper? A newspaper is a publication that has news stories, pictures, and articles about various topics.",0,0
Who delivers the newspaper? A newspaper carrier delivers the newspaper.,0,0
Who writes the news? Journalists write the news.,0,0
What is breaking news? Breaking news is something that is happening right now that is so important that it interrupts the regular broadcast to tell people about it.,0,0
What is a headline? A headline is the title of a news article that summarizes what the article is about.,0,0
What is a reporter? A reporter is a person who investigates and reports news stories.,0,0
What is an interview? An interview is a conversation between a reporter and a person who has information about a news story.,0,0
What is a news network? A news network is a company that provides news programming to television stations and other media outlets.,0,0
What is a news anchor? A news anchor is a person who reads and reports news stories on television.,0,0
What is a news story? A news story is a report on a current event or issue.,0,0
What is a news segment? A news segment is a part of a television program or news broadcast that covers a specific news story or topic.,0,0
"What is a news website? A news website is a website that provides news articles, videos, and other content.",0,0
"What is a news app? A news app is a mobile application that provides news articles, videos, and other content.",0,0
"What is a press conference? A press conference is a meeting between a group of journalists and a person, such as a politician or celebrity, who has an announcement or news to share.",0,0
What is a breaking news alert? A breaking news alert is a notification that a news organization sends out to let people know about an important news story that is happening right now.,0,0
What is a news bulletin? A news bulletin is a brief news report that is broadcast on television or radio.,0,0
"What is a news magazine? A news magazine is a publication that contains news stories, articles, and pictures about current events and issues.",0,0
What is a news commentator? A news commentator is a person who provides analysis and opinion on news stories.,0,0
What is a news program? A news program is a television or radio show that covers current events and issues.,0,0
What is a newsfeed? A newsfeed is a continuously updated list of news stories and articles that are displayed on a website or app.,0,0
What is news censorship? News censorship is the practice of suppressing or limiting access to news stories or other information.,0,0
What is a press release? A press release is a statement or announcement that a person or organization sends to news organizations to share information or news.,0,0
What is the front page of a newspaper? The front page of a newspaper is the first page that contains the most important news stories of the day.,0,0
Who decides what news to report? Editors and journalists decide what news stories to report.,0,0
"What is journalism? Journalism is the activity of gathering, assessing, creating, and presenting news and information.",0,0
What is a news channel? A news channel is a television station that provides news programming.,0,0
What is a news flash? A news flash is a brief news report that is broadcast on television or radio to interrupt normal programming.,0,0
What is a newsroom? A newsroom is a place where journalists and editors gather to research and report the news.,0,0
"What is a news source? A news source is a person, organization, or document that provides information for a news story.",0,0
What is a news photograph? A news photograph is a picture that accompanies a news story and helps to tell the story.,0,0
"What is a news feature? A news feature is a type of news story that provides more in-depth coverage of a person, event, or issue.",0,0
What is a news blog? A news blog is a website that contains news stories and articles written by a single author or team of authors.,0,0
What is a live news report? A live news report is a television or radio broadcast that features a reporter at the scene of a news event who gives live updates.,0,0
What is a local news broadcast? A local news broadcast is a television or radio program that covers news stories and events that occur in a specific geographic area.,0,0
What is a national news broadcast? A national news broadcast is a television or radio program that covers news stories and events that occur in a particular country.,0,0
What is a global news broadcast? A global news broadcast is a television or radio program that covers news stories and events that occur around the world.,0,0
What is a news release? A news release is a statement or announcement that a person or organization sends to news organizations to share information or news.,0,0
What is a news summary? A news summary is a brief overview of the most important news stories of the day.,0,0
What is news satire? News satire is a type of comedic writing or performance that uses news stories as its source material.,0,0
What is a news aggregator? A news aggregator is a website or app that collects and displays news articles and stories from various sources.,0,0
"What is a news desk? A news desk is the central hub of a news organization where journalists, editors, and other staff work to gather and report the news.",0,0
What is a news update? A news update is a brief news report that offers new information or updates on a previously reported news story.,0,0
What is the world? The world is the planet Earth.,0,0
How many oceans are there on Earth? There are five oceans on Earth.,0,0
What is the capital city of the United States? The capital city of the United States is Washington D.C.,0,0
What continent is Russia in? Russia is in Asia and Europe.,0,0
What continent is Antarctica in? Antarctica is in the southern part of the world.,0,0
What country is located north of the United States? Canada is located north of the United States.,0,0
What language do they speak in Mexico? The language they speak in Mexico is Spanish.,0,0
What is the name of the country where the Great Wall of China is located? The Great Wall of China is located in China.,0,0
"How many countries are in the world? There are many countries in the world, over 190!",0,0
What is the tallest mountain in the world? The tallest mountain in the world is Mount Everest.,0,0
What country is known as the land of the rising sun? Japan is known as the land of the rising sun.,0,0
What continent is Brazil located in? Brazil is located in South America.,0,0
What monument is located in Egypt? The great pyramids are located in Egypt.,0,0
What is the name of the largest desert in the world? The name of the largest desert in the world is the Sahara Desert.,0,0
What country is located closest to Antarctica? Chile is located closest to Antarctica.,0,0
What language do they speak in Brazil? The language they speak in Brazil is Portuguese.,0,0
What country is known for its kangaroos and koalas? Australia is known for its kangaroos and koalas.,0,0
What is the name of the famous river in Egypt? The name of the famous river in Egypt is the Nile River.,0,0
What is the name of the tallest waterfall in the world? The name of the tallest waterfall in the world is Angel Falls.,0,0
What is the most spoken language in the world? The most spoken language in the world is Mandarin Chinese.,0,0
What is the currency used in France? The currency used in France is the Euro.,0,0
What city is known for its canals and gondolas? Venice is known for its canals and gondolas.,0,0
What is the name of the famous clock tower in London? The name of the famous clock tower in London is Big Ben.,0,0
What is the name of the island country known for its kiwi fruit? The name of the island country known for its kiwi fruit is New Zealand.,0,0
What ocean is on the east coast of the United States? The Atlantic Ocean is on the east coast of the United States.,0,0
What is the name of the country where the famous Taj Mahal is located? The famous Taj Mahal is located in India.,0,0
What country is known for its pyramids and camels? Egypt is known for its pyramids and camels.,0,0
What is the name of the world's largest river? The name of the world's largest river is the Amazon River.,0,0
What is the name of the highest waterfall in North America? The name of the highest waterfall in North America is Yosemite Falls.,0,0
What is the capital city of Australia? The capital city of Australia is Canberra.,0,0
What is the name of the famous wall in China? The name of the famous wall in China is the Great Wall of China.,0,0
What is the name of the country known for its tulips and windmills? The name of the country known for its tulips and windmills is the Netherlands.,0,0
What is the name of the famous Buddhist temple located in Cambodia? The name of the famous Buddhist temple located in Cambodia is Angkor Wat.,0,0
What country is known for its pizza and pasta? Italy is known for its pizza and pasta.,0,0
What city is known for being the home of the Eiffel Tower? Paris is known for being the home of the Eiffel Tower.,0,0
What is the name of the country known for its fjords and Vikings? The name of the country known for its fjords and Vikings is Norway.,0,0
"What is the name of the famous temple located in Athens, Greece? The name of the famous temple located in Athens, Greece is the Parthenon.",0,0
What is the name of the mountain range that runs through South America? The name of the mountain range that runs through South America is the Andes.,0,0
What is the name of the famous canal that connects the Atlantic and Pacific Oceans? The name of the famous canal that connects the Atlantic and Pacific Oceans is the Panama Canal.,0,0
What country is known for its maple syrup and hockey? Canada is known for its maple syrup and hockey.,0,0
What is the name of the famous palace located in India? The name of the famous palace located in India is the Taj Mahal.,0,0
What is the name of the country known for its many islands and beaches? The name of the country known for its many islands and beaches is Indonesia.,0,0
What is the name of the world's largest continent? The name of the world's largest continent is Asia.,0,0
What is the name of the country that is in the middle of North America? The name of the country that is in the middle of North America is Mexico.,0,0
What is the name of the world's highest volcano? The name of the world's highest volcano is Ojos del Salado.,0,0
What country is known for its kangaroos and the Great Barrier Reef? Australia is known for its kangaroos and the Great Barrier Reef.,0,0
What is the name of the famous palace located in France? The name of the famous palace located in France is the Palace of Versailles.,0,0
What is the name of the country known for its castles and bagpipes? The name of the country known for its castles and bagpipes is Scotland.,0,0
What city is known for being the home of the Leaning Tower? Pisa is known for being the home of the Leaning Tower.,0,0
"What is the name of the country known for its fjords, trolls, and Vikings? The name of the country known for its fjords, trolls, and Vikings is Norway.",0,0
What is a landmark? A landmark is a famous place that people like to visit.,0,0
What is the Statue of Liberty? The Statue of Liberty is a tall statue that stands in New York Harbor.,0,0
What is Mount Rushmore? Mount Rushmore is a mountain with four faces carved into it.,0,0
"Where is the Golden Gate Bridge? The Golden Gate Bridge is in San Francisco, California.",0,0
What is the White House? The White House is the home of the President of the United States.,0,0
"What is the Washington Monument? The Washington Monument is a tall, pointed structure in Washington, D.C.",0,0
"What is the Lincoln Memorial? The Lincoln Memorial is a building in Washington, D.C. with a statue of Abraham Lincoln inside.",0,0
What is the Empire State Building? The Empire State Building is a tall skyscraper in New York City.,0,0
"What is the Grand Canyon? The Grand Canyon is a large, deep canyon in Arizona.",0,0
"What is the Gateway Arch? The Gateway Arch is a tall, curved structure in St. Louis, Missouri.",0,0
What is the Hoover Dam? The Hoover Dam is a large dam in the Colorado River between Arizona and Nevada.,0,0
"What is Mount Everest? Mount Everest is the highest mountain in the world, located in Asia.",0,0
What is Stonehenge? Stonehenge is a prehistoric monument consisting of large stones in England.,0,0
What is the Great Wall of China? The Great Wall of China is a long wall in China built to protect against invaders.,0,0
"What is the Eiffel Tower? The Eiffel Tower is a tall tower in Paris, France.",0,0
What is the Pyramids of Giza? The Pyramids of Giza are large structures in Egypt built as tombs for pharaohs.,0,0
What is the Taj Mahal? The Taj Mahal is a beautiful building in India built as a tomb for a queen.,0,0
What is Uluru (Ayers Rock)? Uluru (Ayers Rock) is a large red rock formation in Australia.,0,0
"What is Notre Dame? Notre Dame is a famous cathedral in Paris, France.",0,0
"What is the Hollywood sign? The Hollywood sign is a famous sign in Los Angeles, California.",0,0
What is Niagara Falls? Niagara Falls is a large waterfall on the border of New York and Canada.,0,0
What is the Leaning Tower of Pisa? The Leaning Tower of Pisa is a tall tower in Italy that leans to one side.,0,0
"What is the Sydney Opera House? The Sydney Opera House is a famous building in Sydney, Australia used for concerts and performances.",0,0
What is the Sistine Chapel? The Sistine Chapel is a famous chapel in Vatican City with a ceiling painted by Michelangelo.,0,0
"What is the Alamo? The Alamo is a famous mission in San Antonio, Texas.",0,0
"What is the Space Needle? The Space Needle is a famous tower in Seattle, Washington.",0,0
What is the Great Sphinx? The Great Sphinx is a large statue with the head of a human and the body of a lion in Egypt.,0,0
"What is the Tower Bridge? The Tower Bridge is a famous bridge in London, England.",0,0
What are the Panama Canal? The Panama Canal is a man-made waterway in Panama that connects the Pacific Ocean to the Atlantic Ocean.,0,0
"What is Big Ben? Big Ben is the nickname for the large bell in the clock tower of the Palace of Westminster in London, England.",0,0
"What is the Christ the Redeemer statue? The Christ the Redeemer statue is a large statue of Jesus Christ in Rio de Janeiro, Brazil.",0,0
"What is the Burj Khalifa? The Burj Khalifa is a tall tower in Dubai, United Arab Emirates.",0,0
"What is the Vatican? The Vatican is a country within Rome, Italy that is a center of the Catholic Church.",0,0
"What is the Arc de Triomphe? The Arc de Triomphe is a famous arch in Paris, France.",0,0
"What is the Mount of Olives? The Mount of Olives is a hill east of Jerusalem, Israel mentioned in the Bible.",0,0
"What is the Brandenburg Gate? The Brandenburg Gate is a famous gate in Berlin, Germany.",0,0
"What is the Tower of London? The Tower of London is a historic castle in London, England.",0,0
What is the Chichen Itza? The Chichen Itza is a large Mayan ruin in Mexico.,0,0
"What is the Forbidden City? The Forbidden City is a historic palace complex in Beijing, China.",0,0
"What is the Hagia Sophia? The Hagia Sophia is a historic cathedral in Istanbul, Turkey.",0,0
"What is the Mont Saint-Michel? Mont Saint-Michel is a famous island in Normandy, France with a historic monastery on top of a hill.",0,0
"What is the Angel of Independence? The Angel of Independence is a famous victory column in Mexico City, Mexico.",0,0
What is the Machu Picchu? The Machu Picchu is a large Incan ruin in Peru.,0,0
"What is the Christchurch Cathedral? The Christchurch Cathedral is a famous cathedral in Christchurch, New Zealand.",0,0
"What is the Palace of Versailles? The Palace of Versailles is a historic palace near Paris, France.",0,0
"What is the Red Fort? The Red Fort is a historic fort in Delhi, India.",0,0
"What is the Tower of Hercules? The Tower of Hercules is a historic lighthouse in A Coruña, Spain.",0,0
What is a movie? A story or event that has been recorded with cameras as a series of moving images.,0,0
Who is Ariana Grande? A popular singer and actress.,0,0
What is a television show? A program broadcast on television.,0,0
"Who is Dwayne ""The Rock"" Johnson? A famous actor and former professional wrestler.",0,0
What is a celebrity? A famous person who is well-known in the media.,0,0
What is a concert? A live performance by musicians or bands.,0,0
Who is Taylor Swift? A popular singer-songwriter.,0,0
What is a movie theater? A place where movies are shown to an audience for a fee.,0,0
"Who is Beyoncé? A famous singer, songwriter, and actress.",0,0
What is a music video? A short film that accompanies a song or piece of music.,0,0
Who is Justin Bieber? A popular singer-songwriter.,0,0
What is a play? A type of performance art in which actors perform a scripted story on a stage.,0,0
Who is Katy Perry? A famous singer and songwriter.,0,0
What is a cartoon? A type of animated TV show or movie.,0,0
"Who is Ellen DeGeneres? A famous comedian, talk show host, and actress.",0,0
What is a movie director? A person who directs the making of a movie.,0,0
"Who is Jennifer Lopez? A famous singer, actress, and dancer.",0,0
What is a music concert? A live performance by musicians or bands.,0,0
"Who is Eminem? A famous rapper, songwriter, and record producer.",0,0
"What is a red carpet event? A public event where famous celebrities walk down a red carpet, often before a movie premiere or awards show.",0,0
"Who is Will Smith? A famous actor, rapper, and producer.",0,0
"What is a magazine? A publication containing articles, stories, photographs, or other content, often about celebrities and entertainment.",0,0
Who is Lady Gaga? A famous singer-songwriter and actress.,0,0
"What is a stage? A raised platform where performers can act, sing, dance, or play music in front of an audience.",0,0
"Who is Leonardo DiCaprio? A famous actor, film producer, and environmental activist.",0,0
What is a movie character? A fictional person or animal in a movie.,0,0
"Who is Oprah Winfrey? A famous talk-show host, actress, and producer.",0,0
